"","V4","V5","V6","V7"
"5451","FBgn0036144","C47F8.4","WBGene00008160",2
"5452","FBgn0036144","W07G9.2","WBGene00019546",2
"5453","FBgn0066114","ZK1307.5","WBGene00005026",1
"5454","FBgn0031357","CD4.3","WBGene00016989",1
"5455","FBgn0038870","T20B5.3","WBGene00020596",1
"5456","FBgn0033558","K10D6.1","WBGene00010741",1
"5457","FBgn0033558","C53D6.3","WBGene00008280",1
"5458","FBgn0033558","C50B6.11","WBGene00008223",1
"5459","FBgn0033558","F58G6.4","WBGene00010275",1
"5460","FBgn0033558","F47A4.1","WBGene00009799",1
"5461","FBgn0033558","Y71D11A.5","WBGene00022106",1
"5462","FBgn0033558","F55D10.5","WBGene00018880",1
"5463","FBgn0033558","T27E9.9","WBGene00012099",1
"5464","FBgn0033558","F09C12.1","WBGene00001588",1
"5465","FBgn0033558","T21F2.1","WBGene00020657",1
"5466","FBgn0033558","Y73F8A.2","WBGene00013517",1
"5467","FBgn0033558","F12B6.3","WBGene00017399",1
"5468","FBgn0033558","Y113G7A.5","WBGene00013746",1
"5469","FBgn0033558","T15B7.16","WBGene00020528",1
"5470","FBgn0033558","T20B12.9","WBGene00020605",1
"5471","FBgn0033558","K06C4.6","WBGene00003386",1
"5472","FBgn0033558","Y46G5A.26","WBGene00012915",1
"5473","FBgn0033558","H35N03.1","WBGene00001373",1
"5474","FBgn0029733","T27A1.4","WBGene00020836",3
"5475","FBgn0039840","T27A1.4","WBGene00020836",3
"5476","FBgn0036727","T27A1.4","WBGene00020836",3
"5477","FBgn0017577","R10E4.4","WBGene00003157",1
"5478","FBgn0029833","C11D2.7","WBGene00015703",1
"5479","FBgn0031265","T24C12.3","WBGene00020765",1
"5480","FBgn0031021","ZK973.10","WBGene00003061",1
"5481","FBgn0032997","M18.3","WBGene00010889",1
"5482","FBgn0038090","T01C3.7","WBGene00001423",1
"5483","FBgn0051715","C43H6.3","WBGene00016616",2
"5484","FBgn0030982","C43H6.3","WBGene00016616",2
"5485","FBgn0086913","W01H2.3","WBGene00004285",1
"5486","FBgn0064119","R107.1","WBGene00003518",4
"5487","FBgn0064119","B0285.6","WBGene00007138",4
"5488","FBgn0260466","R107.1","WBGene00003518",4
"5489","FBgn0260466","B0285.6","WBGene00007138",4
"5490","FBgn0032314","R107.1","WBGene00003518",4
"5491","FBgn0032314","B0285.6","WBGene00007138",4
"5492","FBgn0036816","R107.1","WBGene00003518",4
"5493","FBgn0036816","B0285.6","WBGene00007138",4
"5494","FBgn0037802","C06A5.11","WBGene00004803",1
"5495","FBgn0024291","R11A8.4","WBGene00004800",1
"5496","FBgn0040298","F35H8.7","WBGene00006938",1
"5497","FBgn0040298","Y53C12A.1","WBGene00006940",1
"5498","FBgn0050147","K02C4.4","WBGene00003089",1
"5499","FBgn0019686","T08D2.7","WBGene00011612",1
"5500","FBgn0019686","Y60A3A.12","WBGene00000499",1
"5501","FBgn0002283","F11A10.3","WBGene00008684",1
"5502","FBgn0041781","R06C1.3","WBGene00006958",1
"5503","FBgn0015513","C02F4.1","WBGene00000419",1
"5504","FBgn0036257","W02B12.8","WBGene00012203",1
"5505","FBgn0004404","F37C12.9","WBGene00004483",2
"5506","FBgn0004403","F37C12.9","WBGene00004483",2
"5507","FBgn0038809","F25E2.2","WBGene00017780",1
"5508","FBgn0038809","B0280.7","WBGene00015103",1
"5509","FBgn0033079","C46H11.2","WBGene00016728",2
"5510","FBgn0033079","C01H6.4","WBGene00007254",2
"5511","FBgn0034943","C46H11.2","WBGene00016728",2
"5512","FBgn0034943","C01H6.4","WBGene00007254",2
"5513","FBgn0040505","T10H9.2","WBGene00004740",1
"5514","FBgn0036180","B0546.2","WBGene00015249",1
"5515","FBgn0051191","F59B8.1","WBGene00010316",1
"5516","FBgn0038504","AC7.2","WBGene00004929",1
"5518","FBgn0259166","R01H10.7","WBGene00010975",1
"5519","FBgn0032646","F55C5.5","WBGene00010094",1
"5520","FBgn0002579","F37C12.4","WBGene00004450",1
"5521","FBgn0037838","K07C5.7","WBGene00010630",1
"5522","FBgn0038134","E01A2.3","WBGene00003029",1
"5523","FBgn0261850","Y50D7A.2","WBGene00021752",1
"5524","FBgn0261850","Y50D7A.11","WBGene00021759",1
"5525","FBgn0052190","F44A6.1","WBGene00009674",1
"5526","FBgn0035528","Y74C10AL.2","WBGene00022280",1
"5527","FBgn0036514","F27C1.6","WBGene00017855",1
"5529","FBgn0000557","R03G5.1","WBGene00001169",2
"5530","FBgn0000557","F31E3.5","WBGene00001168",2
"5531","FBgn0000556","R03G5.1","WBGene00001169",2
"5532","FBgn0000556","F31E3.5","WBGene00001168",2
"5533","FBgn0038366","W07A12.7","WBGene00012324",2
"5534","FBgn0038366","W07A12.6","WBGene00012323",2
"5535","FBgn0038366","T14D7.2","WBGene00011768",2
"5536","FBgn0033110","W07A12.7","WBGene00012324",2
"5537","FBgn0033110","W07A12.6","WBGene00012323",2
"5538","FBgn0033110","T14D7.2","WBGene00011768",2
"5539","FBgn0052409","C15H11.9","WBGene00007617",1
"5540","FBgn0037313","R12C12.6","WBGene00020026",1
"5541","FBgn0031736","C48E7.3","WBGene00003059",1
"5543","FBgn0037182","F07F6.4","WBGene00017217",1
"5544","FBgn0034232","C48B6.2","WBGene00016740",1
"5545","FBgn0028996","C17H12.9","WBGene00015934",1
"5546","FBgn0002787","R12E2.3","WBGene00004464",1
"5547","FBgn0033069","D2013.7","WBGene00001229",2
"5548","FBgn0037270","D2013.7","WBGene00001229",2
"5549","FBgn0028837","Y67H2A.6","WBGene00000818",1
"5550","FBgn0030327","C10F3.6","WBGene00001508",1
"5551","FBgn0035947","F55C5.8","WBGene00010097",1
"5552","FBgn0037835","F39H12.3","WBGene00018214",1
"5553","FBgn0037506","K11H12.8","WBGene00019664",2
"5554","FBgn0030263","K11H12.8","WBGene00019664",2
"5555","FBgn0000447","W02D3.2","WBGene00020932",1
"5556","FBgn0028695","T22D1.9","WBGene00004458",1
"5557","FBgn0030170","F43G6.1","WBGene00001016",1
"5558","FBgn0259735","C34F6.10","WBGene00007944",1
"5559","FBgn0259735","C53A5.13","WBGene00008270",1
"5560","FBgn0259735","C27B7.7","WBGene00007764",1
"5561","FBgn0259735","H19M22.2","WBGene00002915",1
"5562","FBgn0026192","T26E3.3","WBGene00003921",1
"5563","FBgn0032170","Y39A3CL.4","WBGene00021442",1
"5564","FBgn0003165","F18A11.1","WBGene00004242",1
"5565","FBgn0003165","B0273.2","WBGene00004243",1
"5566","FBgn0003165","F54C9.8","WBGene00004241",1
"5567","FBgn0003165","Y45F10A.2","WBGene00004239",1
"5568","FBgn0003165","Y73B6BL.38","WBGene00022257",1
"5569","FBgn0003165","M4.2","WBGene00004240",1
"5570","FBgn0003165","F21H12.5","WBGene00001402",1
"5571","FBgn0003165","H12I13.4","WBGene00001401",1
"5572","FBgn0260634","M110.4","WBGene00002066",2
"5573","FBgn0023213","M110.4","WBGene00002066",2
"5574","FBgn0038876","K06H7.9","WBGene00019460",1
"5575","FBgn0039116","Y71F9B.16","WBGene00001048",1
"5576","FBgn0034791","F25H2.4","WBGene00009118",1
"5577","FBgn0030693","C16C10.7","WBGene00004381",5
"5578","FBgn0052581","C16C10.7","WBGene00004381",5
"5579","FBgn0052847","C16C10.7","WBGene00004381",5
"5580","FBgn0085337","C16C10.7","WBGene00004381",5
"5581","FBgn0038125","C16C10.7","WBGene00004381",5
"5582","FBgn0036934","F35G8.1","WBGene00018067",1
"5583","FBgn0036934","F41E7.3","WBGene00009619",1
"5584","FBgn0037408","T22D1.12","WBGene00020689",1
"5585","FBgn0037408","C25G6.5","WBGene00016110",1
"5586","FBgn0011771","F28D1.10","WBGene00001580",1
"5587","FBgn0039339","F46B6.4","WBGene00009769",1
"5588","FBgn0037608","Y119C1B.4","WBGene00022470",1
"5589","FBgn0027565","T24B8.2","WBGene00011976",1
"5590","FBgn0034744","Y65B4A.3","WBGene00022027",1
"5591","FBgn0045035","Y48G1BL.2","WBGene00000227",1
"5592","FBgn0011569","F30F8.8","WBGene00006386",2
"5593","FBgn0010356","F30F8.8","WBGene00006386",2
"5594","FBgn0003396","T05A10.1","WBGene00004862",1
"5595","FBgn0027549","K07A12.1","WBGene00010620",1
"5596","FBgn0014861","Y17G7B.5","WBGene00003154",1
"5597","FBgn0019947","F35H12.3","WBGene00004769",1
"5598","FBgn0019947","ZK524.1","WBGene00004958",1
"5599","FBgn0019947","C18E3.8","WBGene00001985",1
"5600","FBgn0086134","D1054.2","WBGene00003923",1
"5601","FBgn0030670","Y46G5A.5","WBGene00012897",1
"5602","FBgn0032234","C08B11.8","WBGene00007435",1
"5603","FBgn0032234","C08H9.3","WBGene00007464",1
"5604","FBgn0033166","D1007.16","WBGene00017011",1
"5605","FBgn0033187","F28C6.4","WBGene00009204",1
"5606","FBgn0000576","ZK652.5","WBGene00000446",2
"5607","FBgn0008646","ZK652.5","WBGene00000446",2
"5608","FBgn0051211","Y53H1A.1","WBGene00013177",1
"5609","FBgn0026479","T12E12.4","WBGene00001093",1
"5610","FBgn0031544","ZK1058.4","WBGene00014204",1
"5611","FBgn0028380","ZK177.8","WBGene00022673",1
"5612","FBgn0025885","VF13D12L.1","WBGene00012148",1
"5613","FBgn0034822","C54C6.1","WBGene00004451",2
"5614","FBgn0034822","W01D2.1","WBGene00012179",2
"5615","FBgn0030616","C54C6.1","WBGene00004451",2
"5616","FBgn0030616","W01D2.1","WBGene00012179",2
"5617","FBgn0053181","ZK185.2","WBGene00022682",1
"5618","FBgn0053181","K07H8.2","WBGene00019504",1
"5619","FBgn0053181","ZK1053.6","WBGene00014201",1
"5620","FBgn0053108","K07A1.3","WBGene00010610",1
"5621","FBgn0030687","C42D4.8","WBGene00004411",1
"5622","FBgn0039240","K02F2.1","WBGene00001056",1
"5623","FBgn0085256","Y46E12A.1","WBGene00000560",2
"5624","FBgn0085256","F30H5.2","WBGene00003770",2
"5625","FBgn0085254","Y46E12A.1","WBGene00000560",2
"5626","FBgn0085254","F30H5.2","WBGene00003770",2
"5627","FBgn0260795","B0222.2","WBGene00015054",1
"5628","FBgn0260795","B0222.3","WBGene00015055",1
"5629","FBgn0260795","W05H5.3","WBGene00012285",1
"5630","FBgn0260795","F09G2.3","WBGene00017312",1
"5631","FBgn0260795","C48A7.2","WBGene00016739",1
"5632","FBgn0015838","B0410.2","WBGene00015171",1
"5633","FBgn0035892","C43E11.8","WBGene00016606",1
"5634","FBgn0000320","C49A1.4","WBGene00001377",1
"5635","FBgn0010768","W03C9.4","WBGene00003015",1
"5636","FBgn0031233","Y48E1C.3","WBGene00013016",1
"5637","FBgn0031233","E01G4.1","WBGene00008444",1
"5638","FBgn0032249","F49E10.1","WBGene00018639",1
"5639","FBgn0031116","C38H2.1","WBGene00008018",2
"5640","FBgn0052506","C38H2.1","WBGene00008018",2
"5641","FBgn0020270","ZC302.1","WBGene00003405",1
"5642","FBgn0031971","W02D3.12","WBGene00020937",2
"5643","FBgn0028844","W02D3.12","WBGene00020937",2
"5644","FBgn0031866","C40C9.5","WBGene00006412",1
"5645","FBgn0085409","C25F6.4","WBGene00016104",2
"5646","FBgn0053531","C25F6.4","WBGene00016104",2
"5647","FBgn0032752","Y55D5A.5","WBGene00000898",1
"5648","FBgn0052380","F53B1.2","WBGene00018735",1
"5649","FBgn0036825","F28C6.7","WBGene00004440",1
"5650","FBgn0022023","C41D11.2","WBGene00001231",1
"5651","FBgn0028411","Y71F9AM.5","WBGene00003836",1
"5652","FBgn0063485","F42H10.3","WBGene00018367",1
"5653","FBgn0051713","Y37H9A.6","WBGene00003581",1
"5654","FBgn0001222","Y53C10A.12","WBGene00002004",1
"5655","FBgn0032082","T07G12.3","WBGene00011594",15
"5656","FBgn0032082","K03A11.4","WBGene00010521",15
"5657","FBgn0032082","R03G8.3","WBGene00010998",15
"5658","FBgn0032082","Y73F8A.35","WBGene00013539",15
"5659","FBgn0032082","R03G8.1","WBGene00010996",15
"5660","FBgn0032082","F10C2.3","WBGene00008644",15
"5661","FBgn0032082","F15H10.7","WBGene00008874",15
"5662","FBgn0052985","T07G12.3","WBGene00011594",15
"5663","FBgn0052985","K03A11.4","WBGene00010521",15
"5664","FBgn0052985","R03G8.3","WBGene00010998",15
"5665","FBgn0052985","Y73F8A.35","WBGene00013539",15
"5666","FBgn0052985","R03G8.1","WBGene00010996",15
"5667","FBgn0052985","F10C2.3","WBGene00008644",15
"5668","FBgn0052985","F15H10.7","WBGene00008874",15
"5669","FBgn0052984","T07G12.3","WBGene00011594",15
"5670","FBgn0052984","K03A11.4","WBGene00010521",15
"5671","FBgn0052984","R03G8.3","WBGene00010998",15
"5672","FBgn0052984","Y73F8A.35","WBGene00013539",15
"5673","FBgn0052984","R03G8.1","WBGene00010996",15
"5674","FBgn0052984","F10C2.3","WBGene00008644",15
"5675","FBgn0052984","F15H10.7","WBGene00008874",15
"5676","FBgn0039591","T07G12.3","WBGene00011594",15
"5677","FBgn0039591","K03A11.4","WBGene00010521",15
"5678","FBgn0039591","R03G8.3","WBGene00010998",15
"5679","FBgn0039591","Y73F8A.35","WBGene00013539",15
"5680","FBgn0039591","R03G8.1","WBGene00010996",15
"5681","FBgn0039591","F10C2.3","WBGene00008644",15
"5682","FBgn0039591","F15H10.7","WBGene00008874",15
"5683","FBgn0032843","T07G12.3","WBGene00011594",15
"5684","FBgn0032843","K03A11.4","WBGene00010521",15
"5685","FBgn0032843","R03G8.3","WBGene00010998",15
"5686","FBgn0032843","Y73F8A.35","WBGene00013539",15
"5687","FBgn0032843","R03G8.1","WBGene00010996",15
"5688","FBgn0032843","F10C2.3","WBGene00008644",15
"5689","FBgn0032843","F15H10.7","WBGene00008874",15
"5690","FBgn0035216","T07G12.3","WBGene00011594",15
"5691","FBgn0035216","K03A11.4","WBGene00010521",15
"5692","FBgn0035216","R03G8.3","WBGene00010998",15
"5693","FBgn0035216","Y73F8A.35","WBGene00013539",15
"5694","FBgn0035216","R03G8.1","WBGene00010996",15
"5695","FBgn0035216","F10C2.3","WBGene00008644",15
"5696","FBgn0035216","F15H10.7","WBGene00008874",15
"5697","FBgn0032080","T07G12.3","WBGene00011594",15
"5698","FBgn0032080","K03A11.4","WBGene00010521",15
"5699","FBgn0032080","R03G8.3","WBGene00010998",15
"5700","FBgn0032080","Y73F8A.35","WBGene00013539",15
"5701","FBgn0032080","R03G8.1","WBGene00010996",15
"5702","FBgn0032080","F10C2.3","WBGene00008644",15
"5703","FBgn0032080","F15H10.7","WBGene00008874",15
"5704","FBgn0038832","T07G12.3","WBGene00011594",15
"5705","FBgn0038832","K03A11.4","WBGene00010521",15
"5706","FBgn0038832","R03G8.3","WBGene00010998",15
"5707","FBgn0038832","Y73F8A.35","WBGene00013539",15
"5708","FBgn0038832","R03G8.1","WBGene00010996",15
"5709","FBgn0038832","F10C2.3","WBGene00008644",15
"5710","FBgn0038832","F15H10.7","WBGene00008874",15
"5711","FBgn0035888","T07G12.3","WBGene00011594",15
"5712","FBgn0035888","K03A11.4","WBGene00010521",15
"5713","FBgn0035888","R03G8.3","WBGene00010998",15
"5714","FBgn0035888","Y73F8A.35","WBGene00013539",15
"5715","FBgn0035888","R03G8.1","WBGene00010996",15
"5716","FBgn0035888","F10C2.3","WBGene00008644",15
"5717","FBgn0035888","F15H10.7","WBGene00008874",15
"5718","FBgn0037964","T07G12.3","WBGene00011594",15
"5719","FBgn0037964","K03A11.4","WBGene00010521",15
"5720","FBgn0037964","R03G8.3","WBGene00010998",15
"5721","FBgn0037964","Y73F8A.35","WBGene00013539",15
"5722","FBgn0037964","R03G8.1","WBGene00010996",15
"5723","FBgn0037964","F10C2.3","WBGene00008644",15
"5724","FBgn0037964","F15H10.7","WBGene00008874",15
"5725","FBgn0031465","T07G12.3","WBGene00011594",15
"5726","FBgn0031465","K03A11.4","WBGene00010521",15
"5727","FBgn0031465","R03G8.3","WBGene00010998",15
"5728","FBgn0031465","Y73F8A.35","WBGene00013539",15
"5729","FBgn0031465","R03G8.1","WBGene00010996",15
"5730","FBgn0031465","F10C2.3","WBGene00008644",15
"5731","FBgn0031465","F15H10.7","WBGene00008874",15
"5732","FBgn0032967","T07G12.3","WBGene00011594",15
"5733","FBgn0032967","K03A11.4","WBGene00010521",15
"5734","FBgn0032967","R03G8.3","WBGene00010998",15
"5735","FBgn0032967","Y73F8A.35","WBGene00013539",15
"5736","FBgn0032967","R03G8.1","WBGene00010996",15
"5737","FBgn0032967","F10C2.3","WBGene00008644",15
"5738","FBgn0032967","F15H10.7","WBGene00008874",15
"5739","FBgn0032964","T07G12.3","WBGene00011594",15
"5740","FBgn0032964","K03A11.4","WBGene00010521",15
"5741","FBgn0032964","R03G8.3","WBGene00010998",15
"5742","FBgn0032964","Y73F8A.35","WBGene00013539",15
"5743","FBgn0032964","R03G8.1","WBGene00010996",15
"5744","FBgn0032964","F10C2.3","WBGene00008644",15
"5745","FBgn0032964","F15H10.7","WBGene00008874",15
"5746","FBgn0051933","T07G12.3","WBGene00011594",15
"5747","FBgn0051933","K03A11.4","WBGene00010521",15
"5748","FBgn0051933","R03G8.3","WBGene00010998",15
"5749","FBgn0051933","Y73F8A.35","WBGene00013539",15
"5750","FBgn0051933","R03G8.1","WBGene00010996",15
"5751","FBgn0051933","F10C2.3","WBGene00008644",15
"5752","FBgn0051933","F15H10.7","WBGene00008874",15
"5753","FBgn0032338","T07G12.3","WBGene00011594",15
"5754","FBgn0032338","K03A11.4","WBGene00010521",15
"5755","FBgn0032338","R03G8.3","WBGene00010998",15
"5756","FBgn0032338","Y73F8A.35","WBGene00013539",15
"5757","FBgn0032338","R03G8.1","WBGene00010996",15
"5758","FBgn0032338","F10C2.3","WBGene00008644",15
"5759","FBgn0032338","F15H10.7","WBGene00008874",15
"5760","FBgn0038318","Y41E3.1","WBGene00012762",1
"5761","FBgn0034645","C18E9.4","WBGene00007684",1
"5762","FBgn0011206","F56D1.7","WBGene00000935",1
"5763","FBgn0260966","F45E10.1","WBGene00006788",1
"5764","FBgn0031208","T10F2.3","WBGene00006736",3
"5765","FBgn0027603","T10F2.3","WBGene00006736",3
"5766","FBgn0052110","T10F2.3","WBGene00006736",3
"5767","FBgn0034484","K02A6.3","WBGene00019294",1
"5768","FBgn0035265","Y110A2AL.12","WBGene00022447",2
"5769","FBgn0031422","Y110A2AL.12","WBGene00022447",2
"5770","FBgn0261394","Y110A7A.14","WBGene00003924",2
"5771","FBgn0261395","Y110A7A.14","WBGene00003924",2
"5773","FBgn0033672","Y54E10A.14","WBGene00004404",1
"5774","FBgn0032138","R13A5.12","WBGene00003063",1
"5775","FBgn0015558","F42E11.2","WBGene00009632",2
"5776","FBgn0261444","F42E11.2","WBGene00009632",2
"5777","FBgn0004574","F27D9.1","WBGene00006757",1
"5778","FBgn0004574","T07A9.10","WBGene00020298",1
"5779","FBgn0260939","D1054.3","WBGene00008371",1
"5780","FBgn0050394","Y51F10.4","WBGene00021765",1
"5781","FBgn0033912","F28D1.7","WBGene00004492",1
"5782","FBgn0045073","Y55B1BM.1","WBGene00021910",1
"5783","FBgn0034907","T19C3.4","WBGene00020562",2
"5784","FBgn0050177","T19C3.4","WBGene00020562",2
"5785","FBgn0033906","Y71F9B.3","WBGene00022127",2
"5786","FBgn0039371","Y71F9B.3","WBGene00022127",2
"5787","FBgn0030313","Y110A2AR.1","WBGene00022452",1
"5788","FBgn0001218","C15H9.6","WBGene00002007",1
"5789","FBgn0001218","F43E2.8","WBGene00002008",1
"5790","FBgn0001145","C28D4.3","WBGene00001607",2
"5791","FBgn0001145","F26D10.10","WBGene00001606",2
"5792","FBgn0001145","K03H1.1","WBGene00001603",2
"5793","FBgn0001142","C28D4.3","WBGene00001607",2
"5794","FBgn0001142","F26D10.10","WBGene00001606",2
"5795","FBgn0001142","K03H1.1","WBGene00001603",2
"5796","FBgn0029915","F35D11.4","WBGene00018045",1
"5797","FBgn0037121","F26F4.11","WBGene00017830",1
"5798","FBgn0003346","C29E4.3","WBGene00004303",1
"5799","FBgn0027841","R09B3.3","WBGene00011156",1
"5800","FBgn0027841","R09B3.2","WBGene00011155",1
"5801","FBgn0027841","R06C1.4","WBGene00011059",1
"5802","FBgn0033378","R07E5.14","WBGene00004387",1
"5803","FBgn0013948","T01C1.2","WBGene00011315",1
"5804","FBgn0029105","Y23H5A.5","WBGene00000832",1
"5805","FBgn0004397","ZC477.9","WBGene00000942",1
"5806","FBgn0086694","R05D3.4","WBGene00007008",1
"5808","FBgn0036337","R07H5.8","WBGene00011128",1
"5810","FBgn0011573","K07E8.6","WBGene00019497",1
"5811","FBgn0011573","W08F4.8","WBGene00021097",1
"5812","FBgn0053100","C05D9.5","WBGene00002062",1
"5813","FBgn0031639","T23B12.3","WBGene00020718",1
"5814","FBgn0015829","F54D5.11","WBGene00010054",1
"5815","FBgn0000535","F16B3.1","WBGene00001171",1
"5816","FBgn0038068","Y57E12B.3","WBGene00021963",23
"5817","FBgn0038068","F01G10.7","WBGene00008510",23
"5818","FBgn0038068","Y50E8A.7","WBGene00013050",23
"5819","FBgn0038068","K04A8.5","WBGene00019376",23
"5820","FBgn0038068","F54F3.3","WBGene00010062",23
"5821","FBgn0038068","F46B6.8","WBGene00009773",23
"5822","FBgn0038068","R11G11.14","WBGene00020016",23
"5823","FBgn0038068","ZK6.7","WBGene00022642",23
"5824","FBgn0042207","Y57E12B.3","WBGene00021963",23
"5825","FBgn0042207","F01G10.7","WBGene00008510",23
"5826","FBgn0042207","Y50E8A.7","WBGene00013050",23
"5827","FBgn0042207","K04A8.5","WBGene00019376",23
"5828","FBgn0042207","F54F3.3","WBGene00010062",23
"5829","FBgn0042207","F46B6.8","WBGene00009773",23
"5830","FBgn0042207","R11G11.14","WBGene00020016",23
"5831","FBgn0042207","ZK6.7","WBGene00022642",23
"5832","FBgn0038067","Y57E12B.3","WBGene00021963",23
"5833","FBgn0038067","F01G10.7","WBGene00008510",23
"5834","FBgn0038067","Y50E8A.7","WBGene00013050",23
"5835","FBgn0038067","K04A8.5","WBGene00019376",23
"5836","FBgn0038067","F54F3.3","WBGene00010062",23
"5837","FBgn0038067","F46B6.8","WBGene00009773",23
"5838","FBgn0038067","R11G11.14","WBGene00020016",23
"5839","FBgn0038067","ZK6.7","WBGene00022642",23
"5840","FBgn0038069","Y57E12B.3","WBGene00021963",23
"5841","FBgn0038069","F01G10.7","WBGene00008510",23
"5842","FBgn0038069","Y50E8A.7","WBGene00013050",23
"5843","FBgn0038069","K04A8.5","WBGene00019376",23
"5844","FBgn0038069","F54F3.3","WBGene00010062",23
"5845","FBgn0038069","F46B6.8","WBGene00009773",23
"5846","FBgn0038069","R11G11.14","WBGene00020016",23
"5847","FBgn0038069","ZK6.7","WBGene00022642",23
"5848","FBgn0031533","Y57E12B.3","WBGene00021963",23
"5849","FBgn0031533","F01G10.7","WBGene00008510",23
"5850","FBgn0031533","Y50E8A.7","WBGene00013050",23
"5851","FBgn0031533","K04A8.5","WBGene00019376",23
"5852","FBgn0031533","F54F3.3","WBGene00010062",23
"5853","FBgn0031533","F46B6.8","WBGene00009773",23
"5854","FBgn0031533","R11G11.14","WBGene00020016",23
"5855","FBgn0031533","ZK6.7","WBGene00022642",23
"5856","FBgn0036996","Y57E12B.3","WBGene00021963",23
"5857","FBgn0036996","F01G10.7","WBGene00008510",23
"5858","FBgn0036996","Y50E8A.7","WBGene00013050",23
"5859","FBgn0036996","K04A8.5","WBGene00019376",23
"5860","FBgn0036996","F54F3.3","WBGene00010062",23
"5861","FBgn0036996","F46B6.8","WBGene00009773",23
"5862","FBgn0036996","R11G11.14","WBGene00020016",23
"5863","FBgn0036996","ZK6.7","WBGene00022642",23
"5864","FBgn0051089","Y57E12B.3","WBGene00021963",23
"5865","FBgn0051089","F01G10.7","WBGene00008510",23
"5866","FBgn0051089","Y50E8A.7","WBGene00013050",23
"5867","FBgn0051089","K04A8.5","WBGene00019376",23
"5868","FBgn0051089","F54F3.3","WBGene00010062",23
"5869","FBgn0051089","F46B6.8","WBGene00009773",23
"5870","FBgn0051089","R11G11.14","WBGene00020016",23
"5871","FBgn0051089","ZK6.7","WBGene00022642",23
"5872","FBgn0051091","Y57E12B.3","WBGene00021963",23
"5873","FBgn0051091","F01G10.7","WBGene00008510",23
"5874","FBgn0051091","Y50E8A.7","WBGene00013050",23
"5875","FBgn0051091","K04A8.5","WBGene00019376",23
"5876","FBgn0051091","F54F3.3","WBGene00010062",23
"5877","FBgn0051091","F46B6.8","WBGene00009773",23
"5878","FBgn0051091","R11G11.14","WBGene00020016",23
"5879","FBgn0051091","ZK6.7","WBGene00022642",23
"5880","FBgn0032981","Y57E12B.3","WBGene00021963",23
"5881","FBgn0032981","F01G10.7","WBGene00008510",23
"5882","FBgn0032981","Y50E8A.7","WBGene00013050",23
"5883","FBgn0032981","K04A8.5","WBGene00019376",23
"5884","FBgn0032981","F54F3.3","WBGene00010062",23
"5885","FBgn0032981","F46B6.8","WBGene00009773",23
"5886","FBgn0032981","R11G11.14","WBGene00020016",23
"5887","FBgn0032981","ZK6.7","WBGene00022642",23
"5888","FBgn0038070","Y57E12B.3","WBGene00021963",23
"5889","FBgn0038070","F01G10.7","WBGene00008510",23
"5890","FBgn0038070","Y50E8A.7","WBGene00013050",23
"5891","FBgn0038070","K04A8.5","WBGene00019376",23
"5892","FBgn0038070","F54F3.3","WBGene00010062",23
"5893","FBgn0038070","F46B6.8","WBGene00009773",23
"5894","FBgn0038070","R11G11.14","WBGene00020016",23
"5895","FBgn0038070","ZK6.7","WBGene00022642",23
"5896","FBgn0023495","Y57E12B.3","WBGene00021963",23
"5897","FBgn0023495","F01G10.7","WBGene00008510",23
"5898","FBgn0023495","Y50E8A.7","WBGene00013050",23
"5899","FBgn0023495","K04A8.5","WBGene00019376",23
"5900","FBgn0023495","F54F3.3","WBGene00010062",23
"5901","FBgn0023495","F46B6.8","WBGene00009773",23
"5902","FBgn0023495","R11G11.14","WBGene00020016",23
"5903","FBgn0023495","ZK6.7","WBGene00022642",23
"5904","FBgn0033999","Y57E12B.3","WBGene00021963",23
"5905","FBgn0033999","F01G10.7","WBGene00008510",23
"5906","FBgn0033999","Y50E8A.7","WBGene00013050",23
"5907","FBgn0033999","K04A8.5","WBGene00019376",23
"5908","FBgn0033999","F54F3.3","WBGene00010062",23
"5909","FBgn0033999","F46B6.8","WBGene00009773",23
"5910","FBgn0033999","R11G11.14","WBGene00020016",23
"5911","FBgn0033999","ZK6.7","WBGene00022642",23
"5912","FBgn0032266","Y57E12B.3","WBGene00021963",23
"5913","FBgn0032266","F01G10.7","WBGene00008510",23
"5914","FBgn0032266","Y50E8A.7","WBGene00013050",23
"5915","FBgn0032266","K04A8.5","WBGene00019376",23
"5916","FBgn0032266","F54F3.3","WBGene00010062",23
"5917","FBgn0032266","F46B6.8","WBGene00009773",23
"5918","FBgn0032266","R11G11.14","WBGene00020016",23
"5919","FBgn0032266","ZK6.7","WBGene00022642",23
"5920","FBgn0032265","Y57E12B.3","WBGene00021963",23
"5921","FBgn0032265","F01G10.7","WBGene00008510",23
"5922","FBgn0032265","Y50E8A.7","WBGene00013050",23
"5923","FBgn0032265","K04A8.5","WBGene00019376",23
"5924","FBgn0032265","F54F3.3","WBGene00010062",23
"5925","FBgn0032265","F46B6.8","WBGene00009773",23
"5926","FBgn0032265","R11G11.14","WBGene00020016",23
"5927","FBgn0032265","ZK6.7","WBGene00022642",23
"5928","FBgn0032264","Y57E12B.3","WBGene00021963",23
"5929","FBgn0032264","F01G10.7","WBGene00008510",23
"5930","FBgn0032264","Y50E8A.7","WBGene00013050",23
"5931","FBgn0032264","K04A8.5","WBGene00019376",23
"5932","FBgn0032264","F54F3.3","WBGene00010062",23
"5933","FBgn0032264","F46B6.8","WBGene00009773",23
