S1,S2,Value
FBgn0032964,R03G8.3,1
FBgn0032964,Y73F8A.35,1
FBgn0032964,R03G8.1,1
FBgn0032964,F10C2.3,1
FBgn0032964,F15H10.7,1
FBgn0051933,T07G12.3,1
FBgn0051933,K03A11.4,1
FBgn0051933,R03G8.3,1
FBgn0051933,Y73F8A.35,1
FBgn0051933,R03G8.1,1
FBgn0051933,F10C2.3,1
FBgn0051933,F15H10.7,1
FBgn0032338,T07G12.3,1
FBgn0032338,K03A11.4,1
FBgn0032338,R03G8.3,1
FBgn0032338,Y73F8A.35,1
FBgn0032338,R03G8.1,1
FBgn0032338,F10C2.3,1
FBgn0032338,F15H10.7,1
FBgn0038318,Y41E3.1,1
FBgn0034645,C18E9.4,1
FBgn0011206,F56D1.7,1
FBgn0260966,F45E10.1,1
FBgn0031208,T10F2.3,1
FBgn0027603,T10F2.3,1
FBgn0052110,T10F2.3,1
FBgn0034484,K02A6.3,1
FBgn0035265,Y110A2AL.12,1
FBgn0031422,Y110A2AL.12,1
FBgn0261394,Y110A7A.14,1
FBgn0261395,Y110A7A.14,1
FBgn0033672,Y54E10A.14,1
FBgn0032138,R13A5.12,1
FBgn0015558,F42E11.2,1
FBgn0261444,F42E11.2,1
FBgn0004574,F27D9.1,1
FBgn0004574,T07A9.10,1
FBgn0260939,D1054.3,1
FBgn0050394,Y51F10.4,1
FBgn0033912,F28D1.7,1
FBgn0045073,Y55B1BM.1,1
FBgn0034907,T19C3.4,1
FBgn0050177,T19C3.4,1
FBgn0033906,Y71F9B.3,1
FBgn0039371,Y71F9B.3,1
FBgn0030313,Y110A2AR.1,1
FBgn0001218,C15H9.6,1
FBgn0001218,F43E2.8,1
FBgn0001145,C28D4.3,1
FBgn0001145,F26D10.10,1
FBgn0001145,K03H1.1,1
FBgn0001142,C28D4.3,1
FBgn0001142,F26D10.10,1
FBgn0001142,K03H1.1,1
FBgn0029915,F35D11.4,1
FBgn0037121,F26F4.11,1
FBgn0003346,C29E4.3,1
FBgn0027841,R09B3.3,1
FBgn0027841,R09B3.2,1
FBgn0027841,R06C1.4,1
FBgn0033378,R07E5.14,1
FBgn0013948,T01C1.2,1
FBgn0029105,Y23H5A.5,1
FBgn0004397,ZC477.9,1
FBgn0086694,R05D3.4,1
FBgn0036337,R07H5.8,1
FBgn0011573,K07E8.6,1
FBgn0011573,W08F4.8,1
FBgn0053100,C05D9.5,1
FBgn0031639,T23B12.3,1
FBgn0015829,F54D5.11,1
FBgn0000535,F16B3.1,1
FBgn0038068,Y57E12B.3,1
FBgn0038068,F01G10.7,1
FBgn0038068,Y50E8A.7,1
FBgn0038068,K04A8.5,1
FBgn0038068,F54F3.3,1
FBgn0038068,F46B6.8,1
FBgn0038068,R11G11.14,1
FBgn0038068,ZK6.7,1
FBgn0042207,Y57E12B.3,1
FBgn0042207,F01G10.7,1
FBgn0042207,Y50E8A.7,1
FBgn0042207,K04A8.5,1
FBgn0042207,F54F3.3,1
FBgn0042207,F46B6.8,1
FBgn0042207,R11G11.14,1
FBgn0042207,ZK6.7,1
FBgn0038067,Y57E12B.3,1
FBgn0038067,F01G10.7,1
FBgn0038067,Y50E8A.7,1
FBgn0038067,K04A8.5,1
FBgn0038067,F54F3.3,1
FBgn0038067,F46B6.8,1
FBgn0038067,R11G11.14,1
FBgn0038067,ZK6.7,1
FBgn0038069,Y57E12B.3,1
FBgn0038069,F01G10.7,1
FBgn0038069,Y50E8A.7,1
FBgn0038069,K04A8.5,1
FBgn0038069,F54F3.3,1
FBgn0038069,F46B6.8,1
FBgn0038069,R11G11.14,1
FBgn0038069,ZK6.7,1
FBgn0031533,Y57E12B.3,1
FBgn0031533,F01G10.7,1
FBgn0031533,Y50E8A.7,1
FBgn0031533,K04A8.5,1
FBgn0031533,F54F3.3,1
FBgn0031533,F46B6.8,1
FBgn0031533,R11G11.14,1
FBgn0031533,ZK6.7,1
FBgn0036996,Y57E12B.3,1
FBgn0036996,F01G10.7,1
FBgn0036996,Y50E8A.7,1
FBgn0036996,K04A8.5,1
FBgn0036996,F54F3.3,1
FBgn0036996,F46B6.8,1
FBgn0036996,R11G11.14,1
FBgn0036996,ZK6.7,1
FBgn0051089,Y57E12B.3,1
FBgn0051089,F01G10.7,1
FBgn0051089,Y50E8A.7,1
FBgn0051089,K04A8.5,1
FBgn0051089,F54F3.3,1
FBgn0051089,F46B6.8,1
FBgn0051089,R11G11.14,1
FBgn0051089,ZK6.7,1
FBgn0051091,Y57E12B.3,1
FBgn0051091,F01G10.7,1
FBgn0051091,Y50E8A.7,1
FBgn0051091,K04A8.5,1
FBgn0051091,F54F3.3,1
FBgn0051091,F46B6.8,1
FBgn0051091,R11G11.14,1
FBgn0051091,ZK6.7,1
FBgn0032981,Y57E12B.3,1
FBgn0032981,F01G10.7,1
FBgn0032981,Y50E8A.7,1
FBgn0032981,K04A8.5,1
FBgn0032981,F54F3.3,1
FBgn0032981,F46B6.8,1
FBgn0032981,R11G11.14,1
FBgn0032981,ZK6.7,1
FBgn0038070,Y57E12B.3,1
FBgn0038070,F01G10.7,1
FBgn0038070,Y50E8A.7,1
FBgn0038070,K04A8.5,1
FBgn0038070,F54F3.3,1
FBgn0038070,F46B6.8,1
FBgn0038070,R11G11.14,1
FBgn0038070,ZK6.7,1
FBgn0023495,Y57E12B.3,1
FBgn0023495,F01G10.7,1
FBgn0023495,Y50E8A.7,1
FBgn0023495,K04A8.5,1
FBgn0023495,F54F3.3,1
FBgn0023495,F46B6.8,1
FBgn0023495,R11G11.14,1
FBgn0023495,ZK6.7,1
FBgn0033999,Y57E12B.3,1
FBgn0033999,F01G10.7,1
FBgn0033999,Y50E8A.7,1
FBgn0033999,K04A8.5,1
FBgn0033999,F54F3.3,1
FBgn0033999,F46B6.8,1
FBgn0033999,R11G11.14,1
FBgn0033999,ZK6.7,1
FBgn0032266,Y57E12B.3,1
FBgn0032266,F01G10.7,1
FBgn0032266,Y50E8A.7,1
FBgn0032266,K04A8.5,1
FBgn0032266,F54F3.3,1
FBgn0032266,F46B6.8,1
FBgn0032266,R11G11.14,1
FBgn0032266,ZK6.7,1
FBgn0032265,Y57E12B.3,1
FBgn0032265,F01G10.7,1
FBgn0032265,Y50E8A.7,1
FBgn0032265,K04A8.5,1
FBgn0032265,F54F3.3,1
FBgn0032265,F46B6.8,1
FBgn0032265,R11G11.14,1
FBgn0032265,ZK6.7,1
FBgn0032264,Y57E12B.3,1
FBgn0032264,F01G10.7,1
FBgn0032264,Y50E8A.7,1
FBgn0032264,K04A8.5,1
FBgn0032264,F54F3.3,1
FBgn0032264,F46B6.8,1
FBgn0032264,R11G11.14,1
FBgn0032264,ZK6.7,1
FBgn0032271,Y57E12B.3,1
FBgn0032271,F01G10.7,1
FBgn0032271,Y50E8A.7,1
FBgn0032271,K04A8.5,1
FBgn0032271,F54F3.3,1
FBgn0032271,F46B6.8,1
FBgn0032271,R11G11.14,1
FBgn0032271,ZK6.7,1
FBgn0051872,Y57E12B.3,1
FBgn0051872,F01G10.7,1
FBgn0051872,Y50E8A.7,1
FBgn0051872,K04A8.5,1
FBgn0051872,F54F3.3,1
FBgn0051872,F46B6.8,1
FBgn0051872,R11G11.14,1
FBgn0051872,ZK6.7,1
FBgn0043825,Y57E12B.3,1
FBgn0043825,F01G10.7,1
FBgn0043825,Y50E8A.7,1
FBgn0043825,K04A8.5,1
FBgn0043825,F54F3.3,1
FBgn0043825,F46B6.8,1
FBgn0043825,R11G11.14,1
FBgn0043825,ZK6.7,1
FBgn0032275,Y57E12B.3,1
FBgn0032275,F01G10.7,1
FBgn0032275,Y50E8A.7,1
FBgn0032275,K04A8.5,1
FBgn0032275,F54F3.3,1
FBgn0032275,F46B6.8,1
FBgn0032275,R11G11.14,1
FBgn0032275,ZK6.7,1
FBgn0024740,Y57E12B.3,1
FBgn0024740,F01G10.7,1
FBgn0024740,Y50E8A.7,1
FBgn0024740,K04A8.5,1
FBgn0024740,F54F3.3,1
FBgn0024740,F46B6.8,1
FBgn0024740,R11G11.14,1
FBgn0024740,ZK6.7,1
FBgn0034990,Y57E12B.3,1
FBgn0034990,F01G10.7,1
FBgn0034990,Y50E8A.7,1
FBgn0034990,K04A8.5,1
FBgn0034990,F54F3.3,1
FBgn0034990,F46B6.8,1
FBgn0034990,R11G11.14,1
FBgn0034990,ZK6.7,1
FBgn0023496,Y57E12B.3,1
FBgn0023496,F01G10.7,1
FBgn0023496,Y50E8A.7,1
FBgn0023496,K04A8.5,1
FBgn0023496,F54F3.3,1
FBgn0023496,F46B6.8,1
FBgn0023496,R11G11.14,1
FBgn0023496,ZK6.7,1
FBgn0051871,Y57E12B.3,1
FBgn0051871,F01G10.7,1
FBgn0051871,Y50E8A.7,1
FBgn0051871,K04A8.5,1
FBgn0051871,F54F3.3,1
FBgn0051871,F46B6.8,1
FBgn0051871,R11G11.14,1
FBgn0051871,ZK6.7,1
FBgn0040007,C06B8.8,1
FBgn0031143,C16C10.10,1
FBgn0086656,R12C12.5,1
FBgn0086656,C56C10.3,1
FBgn0086656,C37C3.3,1
FBgn0036756,ZC190.1,1
FBgn0036756,F07B10.1,1
FBgn0036756,C01G8.2,1
FBgn0043458,T24C4.6,1
FBgn0029514,K12H4.2,1
FBgn0030838,C36E6.2,1
FBgn0003209,C02C6.2,1
FBgn0036300,F52B11.2,1
FBgn0036292,Y87G2A.11,1
FBgn0015610,K07A1.12,1
FBgn0015610,K07A1.11,1
FBgn0035879,F01G12.6,1
FBgn0039915,T03F7.1,1
FBgn0033708,F55H12.1,1
FBgn0033708,ZK1010.9,1
FBgn0033708,Y46G5A.30,1
FBgn0033708,C49C3.1,1
FBgn0033708,T25B6.7,1
FBgn0034381,F55H12.1,1
FBgn0034381,ZK1010.9,1
FBgn0034381,Y46G5A.30,1
FBgn0034381,C49C3.1,1
FBgn0034381,T25B6.7,1
FBgn0033443,F55H12.1,1
FBgn0033443,ZK1010.9,1
FBgn0033443,Y46G5A.30,1
FBgn0033443,C49C3.1,1
FBgn0033443,T25B6.7,1
FBgn0035969,F55H12.1,1
FBgn0035969,ZK1010.9,1
FBgn0035969,Y46G5A.30,1
FBgn0035969,C49C3.1,1
FBgn0035969,T25B6.7,1
FBgn0028886,F55H12.1,1
FBgn0028886,ZK1010.9,1
FBgn0028886,Y46G5A.30,1
FBgn0028886,C49C3.1,1
FBgn0028886,T25B6.7,1
FBgn0029762,F55H12.1,1
FBgn0029762,ZK1010.9,1
FBgn0029762,Y46G5A.30,1
FBgn0029762,C49C3.1,1
FBgn0029762,T25B6.7,1
FBgn0027660,F55H12.1,1
FBgn0027660,ZK1010.9,1
FBgn0027660,Y46G5A.30,1
FBgn0027660,C49C3.1,1
FBgn0027660,T25B6.7,1
FBgn0031934,F55H12.1,1
FBgn0031934,ZK1010.9,1
FBgn0031934,Y46G5A.30,1
FBgn0031934,C49C3.1,1
FBgn0031934,T25B6.7,1
FBgn0039625,Y73E7A.7,1
FBgn0027538,Y73E7A.7,1
FBgn0039258,R10E11.4,1
FBgn0029502,ZC395.2,1
FBgn0261647,C41D11.3,1
FBgn0039726,ZK1098.4,1
FBgn0036107,F45G2.10,1
FBgn0259225,T04D3.3,1
FBgn0004087,C36B1.7,1
FBgn0037436,F56E3.4,1
FBgn0037436,F44G3.9,1
FBgn0037436,Y38F2AL.5,1
FBgn0014859,C48D5.1,1
FBgn0032154,F46G11.1,1
FBgn0034059,R05D11.5,1
FBgn0010905,C43E11.6,1
FBgn0033656,Y56A3A.2,1
FBgn0028691,T06D8.8,1
FBgn0037834,Y113G7B.17,1
FBgn0028400,T23H2.2,1
FBgn0030230,F37A4.7,1
FBgn0261090,C08G5.4,1
FBgn0033539,F14F3.2,1
FBgn0039911,C18H9.7,1
FBgn0039291,C13F10.5,1
FBgn0030960,Y69A2AR.7,1
FBgn0032791,C43E11.7,1
FBgn0032787,C43E11.7,1
FBgn0032790,C43E11.7,1
FBgn0032292,Y62E10A.10,1
FBgn0014870,C06G4.1,1
FBgn0014870,C36E6.1,1
FBgn0014870,M01A10.1,1
FBgn0014870,C12D8.1,1
FBgn0014870,ZK418.9,1
FBgn0034527,D2030.9,1
FBgn0000964,F45H11.6,1
FBgn0037376,M03C11.4,1
FBgn0025463,ZK1128.5,1
FBgn0025463,C18E3.2,1
FBgn0050443,Y59A8B.13,1
FBgn0022153,D1007.15,1
FBgn0036853,F43C1.6,1
FBgn0038814,F35D2.4,1
FBgn0032486,W03F8.3,1
FBgn0031776,C08F8.1,1
FBgn0011277,C43H6.8,1
FBgn0032597,F10G8.6,1
FBgn0030662,T24D1.1,1
FBgn0010421,Y39B6A.36,1
FBgn0033052,D2013.8,1
FBgn0050115,F32F2.1,1
FBgn0259743,C11D9.1,1
FBgn0051249,E02H1.5,1
FBgn0038578,Y113G7B.18,1
FBgn0024811,Y41D4B.13,1
FBgn0032664,Y40B1B.8,1
FBgn0030717,Y40B1B.8,1
FBgn0030572,Y55F3AM.1,1
FBgn0016726,B0513.3,1
FBgn0014417,K09E4.4,1
FBgn0036548,Y46G5A.4,1
FBgn0002905,W03A3.2,1
FBgn0038344,Y54E2A.4,1
FBgn0002899,Y55B1AL.3,1
FBgn0035766,F08F8.4,1
FBgn0016081,F21H11.2,1
FBgn0030878,C16A3.4,1
FBgn0002780,K07H8.10,1
FBgn0014024,B0035.12,1
FBgn0023216,F20C5.1,1
FBgn0023216,H23L24.5,1
FBgn0034223,B0496.8,1
FBgn0011290,Y56A3A.4,1
FBgn0031623,Y56A3A.4,1
FBgn0028894,Y50D7A.10,1
FBgn0032447,Y57G11C.22,1
FBgn0030678,ZK1010.2,1
FBgn0033735,F09E5.3,1
FBgn0017482,Y38F1A.6,1
FBgn0259214,W09C2.3,1
FBgn0259214,R05C11.3,1
FBgn0259214,Y67D8C.10,1
FBgn0259113,Y47D3A.29,1
FBgn0036372,K08E3.4,1
FBgn0010288,Y40G12A.2,1
FBgn0010288,Y40G12A.1,1
FBgn0010288,F46E10.8,1
FBgn0041105,K11G9.4,1
FBgn0028999,K11G9.4,1
FBgn0019637,B0035.11,1
FBgn0038773,B0035.11,1
FBgn0022772,Y39A1A.12,1
FBgn0037377,JC8.7,1
FBgn0011211,H28O16.1,1
FBgn0011211,T26E3.7,1
FBgn0036761,Y71H2B.6,1
FBgn0005648,C17E4.5,1
FBgn0005648,T08B6.1,1
FBgn0005648,T08B6.5,1
FBgn0005648,EEED8.12,1
FBgn0005648,EEED8.4,1
FBgn0040087,K09B11.9,1
FBgn0031070,K09B11.9,1
FBgn0037819,Y105C5B.9,1
FBgn0010213,F10D11.1,1
FBgn0010213,C08A9.1,1
FBgn0019985,ZC506.4,1
FBgn0039219,Y37E11AL.7,1
FBgn0037758,T23B12.6,1
FBgn0027532,F26A1.14,1
FBgn0004654,T25B9.9,1
FBgn0037878,T24H10.3,1
FBgn0030792,Y116A8C.10,1
FBgn0031460,Y116A8C.10,1
FBgn0031977,B0464.7,1
FBgn0030406,ZK856.9,1
FBgn0027596,T22D2.1,1
FBgn0031585,VW02B12L.3,1
FBgn0031585,Y59A8B.9,1
FBgn0031585,Y59A8B.7,1
FBgn0051907,VW02B12L.3,1
FBgn0051907,Y59A8B.9,1
FBgn0051907,Y59A8B.7,1
FBgn0030191,VW02B12L.3,1
FBgn0030191,Y59A8B.9,1
FBgn0030191,Y59A8B.7,1
FBgn0034403,VW02B12L.3,1
FBgn0034403,Y59A8B.9,1
FBgn0034403,Y59A8B.7,1
FBgn0032430,ZC376.5,1
FBgn0029079,C01F6.8,1
FBgn0015299,T13F2.2,1
FBgn0037801,R12C12.1,1
FBgn0004391,W10C6.1,1
FBgn0032214,C25D7.8,1
FBgn0002607,C09D4.5,1
FBgn0038805,F45E4.9,1
FBgn0003124,C14B9.4,1
FBgn0003124,F55G1.8,1
FBgn0003124,Y71F9B.7,1
FBgn0026371,F59E12.2,1
FBgn0038196,F13G3.10,1
FBgn0002526,K08C7.3,1
FBgn0261563,T22A3.8,1
FBgn0035603,B0035.4,1
FBgn0015296,F54A5.3,1
FBgn0032701,F25H8.2,1
FBgn0027279,F46F11.1,1
FBgn0042085,C08B11.3,1
FBgn0028399,R11H6.2,1
FBgn0028399,Y57E12AL.1,1
FBgn0032240,F32A5.7,1
FBgn0011232,T21C9.2,1
FBgn0031757,K07B1.3,1
FBgn0031758,K07B1.3,1
FBgn0030872,K07B1.3,1
FBgn0027610,K11G12.5,1
FBgn0035567,B0432.4,1
FBgn0035568,B0432.4,1
FBgn0039674,B0432.4,1
FBgn0036028,T07D4.2,1
FBgn0036028,K07C11.7,1
FBgn0036028,C25E10.12,1
FBgn0001087,W09G10.4,1
FBgn0039061,R03E9.4,1
FBgn0039061,M02A10.2,1
FBgn0039061,K04G11.5,1
FBgn0039081,R03E9.4,1
FBgn0039081,M02A10.2,1
FBgn0039081,K04G11.5,1
FBgn0032706,R03E9.4,1
FBgn0032706,M02A10.2,1
FBgn0032706,K04G11.5,1
FBgn0005585,Y38A10A.5,1
FBgn0030377,ZK632.6,1
FBgn0015622,ZK632.6,1
FBgn0030755,ZK632.6,1
FBgn0036640,C15H11.6,1
FBgn0036640,C15H11.3,1
FBgn0003321,C15H11.6,1
FBgn0003321,C15H11.3,1
FBgn0051501,C15H11.6,1
FBgn0051501,C15H11.3,1
FBgn0037301,C24G6.3,1
FBgn0030688,C43G2.5,1
FBgn0031441,F16B12.5,1
FBgn0037325,F16B12.5,1
FBgn0039908,R90.1,1
FBgn0027583,T25G12.7,1
FBgn0027583,C33E10.10,1
FBgn0032728,T16G12.5,1
FBgn0037714,F53F10.3,1
FBgn0037715,F53F10.3,1
FBgn0052832,F53F10.3,1
FBgn0039338,B0041.7,1
FBgn0002989,W06D4.6,1
FBgn0034976,C27B7.4,1
FBgn0000244,M01E11.7,1
FBgn0034299,R53.2,1
FBgn0026380,Y38A8.2,1
FBgn0015283,B0205.3,1
FBgn0013995,ZC168.1,1
FBgn0033326,C13D9.8,1
FBgn0033326,C13D9.7,1
FBgn0033326,Y97E10B.7,1
FBgn0033326,C07A9.4,1
FBgn0033326,C07A9.11,1
FBgn0033324,C13D9.8,1
FBgn0033324,C13D9.7,1
FBgn0033324,Y97E10B.7,1
FBgn0033324,C07A9.4,1
FBgn0033324,C07A9.11,1
FBgn0034156,C13D9.8,1
FBgn0034156,C13D9.7,1
FBgn0034156,Y97E10B.7,1
FBgn0034156,C07A9.4,1
FBgn0034156,C07A9.11,1
FBgn0033323,C13D9.8,1
FBgn0033323,C13D9.7,1
FBgn0033323,Y97E10B.7,1
FBgn0033323,C07A9.4,1
FBgn0033323,C07A9.11,1
FBgn0033599,C13D9.8,1
FBgn0033599,C13D9.7,1
FBgn0033599,Y97E10B.7,1
FBgn0033599,C07A9.4,1
FBgn0033599,C07A9.11,1
FBgn0085191,C13D9.8,1
FBgn0085191,C13D9.7,1
FBgn0085191,Y97E10B.7,1
FBgn0085191,C07A9.4,1
FBgn0085191,C07A9.11,1
FBgn0250820,Y111B2A.20,1
FBgn0038524,M03F8.2,1
FBgn0036695,F54E7.1,1
FBgn0025629,W02B12.10,1
FBgn0260407,ZK1098.7,1
FBgn0039537,C45B11.3,1
FBgn0039537,C17G10.8,1
FBgn0011230,C44E4.7,1
FBgn0011230,C44E4.1,1
FBgn0042650,F55C5.11,1
FBgn0000459,F55C5.11,1
FBgn0262579,F13B10.1,1
FBgn0035872,D1046.1,1
FBgn0036314,F11A10.2,1
FBgn0051202,D2030.1,1
FBgn0259170,D2030.1,1
FBgn0039634,ZC410.3,1
FBgn0039634,T03G11.4,1
FBgn0002921,B0365.3,1
FBgn0052174,T03F1.2,1
FBgn0034735,F52H3.2,1
FBgn0034495,K09H9.2,1
FBgn0259241,R17.3,1
FBgn0040512,F59E10.3,1
FBgn0034703,E02H1.3,1
FBgn0039348,F59E12.5,1
FBgn0039348,F59E12.4,1
FBgn0029736,C33F10.2,1
FBgn0054001,T22C1.4,1
FBgn0038976,R151.9,1
FBgn0000228,T04F8.6,1
FBgn0004915,W03F9.5,1
FBgn0000376,R151.8,1
FBgn0004797,H19N07.4,1
FBgn0037612,B0395.2,1
FBgn0036856,C38D4.9,1
FBgn0030734,C06A6.5,1
FBgn0030734,F42G8.7,1
FBgn0030734,C30H7.2,1
FBgn0037498,C06A6.5,1
FBgn0037498,F42G8.7,1
FBgn0037498,C30H7.2,1
FBgn0002622,C23G10.3,1
FBgn0035397,ZK632.7,1
FBgn0025808,F32A11.2,1
FBgn0037609,T07A5.2,1
FBgn0023518,T12D8.1,1
FBgn0040022,C26E6.9,1
FBgn0027085,ZK524.3,1
FBgn0001233,C47E8.5,1
FBgn0039562,T05E11.3,1
FBgn0026761,R151.7,1
FBgn0023167,Y116A8C.42,1
FBgn0022288,Y54H5A.1,1
FBgn0027779,F52E1.10,1
FBgn0027779,T14F9.1,1
FBgn0024698,Y76B12C.7,1
FBgn0028848,Y50E8A.6,1
FBgn0028848,T25G3.4,1
FBgn0033190,Y50E8A.6,1
FBgn0033190,T25G3.4,1
FBgn0022160,Y50E8A.6,1
FBgn0022160,T25G3.4,1
FBgn0003268,F55G1.4,1
FBgn0039830,Y82E9BR.3,1
FBgn0032775,F58F9.7,1
FBgn0031813,F58F9.7,1
FBgn0034628,F08A8.4,1
FBgn0034628,F08A8.3,1
FBgn0034628,F08A8.2,1
FBgn0034628,F08A8.1,1
FBgn0034628,C48B4.1,1
FBgn0034628,F59F4.1,1
FBgn0034629,F08A8.4,1
FBgn0034629,F08A8.3,1
FBgn0034629,F08A8.2,1
FBgn0034629,F08A8.1,1
FBgn0034629,C48B4.1,1
FBgn0034629,F59F4.1,1
FBgn0027572,F08A8.4,1
FBgn0027572,F08A8.3,1
FBgn0027572,F08A8.2,1
FBgn0027572,F08A8.1,1
FBgn0027572,C48B4.1,1
FBgn0027572,F59F4.1,1
FBgn0029924,F08A8.4,1
FBgn0029924,F08A8.3,1
FBgn0029924,F08A8.2,1
FBgn0029924,F08A8.1,1
FBgn0029924,C48B4.1,1
FBgn0029924,F59F4.1,1
FBgn0086348,K10F12.4,1
FBgn0086348,C29E4.7,1
FBgn0086348,C02D5.4,1
FBgn0086348,C02D5.3,1
FBgn0086348,F13A7.10,1
FBgn0035907,K10F12.4,1
FBgn0035907,C29E4.7,1
FBgn0035907,C02D5.4,1
FBgn0035907,C02D5.3,1
FBgn0035907,F13A7.10,1
FBgn0037809,Y18H1A.2,1
FBgn0031384,F45H7.6,1
FBgn0015714,ZK1320.4,1
FBgn0015714,T10B9.8,1
FBgn0015714,F14F7.2,1
FBgn0015714,F14F7.3,1
FBgn0015714,T10B9.2,1
FBgn0015714,T10B9.1,1
FBgn0015714,T10B9.10,1
FBgn0015714,T10B9.5,1
FBgn0015714,T10B9.3,1
FBgn0015714,T10B9.7,1
FBgn0015714,T10B9.4,1
FBgn0015714,E03E2.1,1
FBgn0015714,K06G5.2,1
FBgn0015714,F02C12.5,1
FBgn0015714,K06B9.1,1
FBgn0015714,C36A4.3,1
FBgn0015714,C36A4.1,1
FBgn0015714,C36A4.2,1
FBgn0015714,C36A4.6,1
FBgn0015714,F42A6.4,1
FBgn0033978,ZK1320.4,1
FBgn0033978,T10B9.8,1
FBgn0033978,F14F7.2,1
FBgn0033978,F14F7.3,1
FBgn0033978,T10B9.2,1
FBgn0033978,T10B9.1,1
FBgn0033978,T10B9.10,1
FBgn0033978,T10B9.5,1
FBgn0033978,T10B9.3,1
FBgn0033978,T10B9.7,1
FBgn0033978,T10B9.4,1
FBgn0033978,E03E2.1,1
FBgn0033978,K06G5.2,1
FBgn0033978,F02C12.5,1
FBgn0033978,K06B9.1,1
FBgn0033978,C36A4.3,1
FBgn0033978,C36A4.1,1
FBgn0033978,C36A4.2,1
FBgn0033978,C36A4.6,1
FBgn0033978,F42A6.4,1
FBgn0033979,ZK1320.4,1
FBgn0033979,T10B9.8,1
FBgn0033979,F14F7.2,1
FBgn0033979,F14F7.3,1
FBgn0033979,T10B9.2,1
FBgn0033979,T10B9.1,1
FBgn0033979,T10B9.10,1
FBgn0033979,T10B9.5,1
FBgn0033979,T10B9.3,1
FBgn0033979,T10B9.7,1
FBgn0033979,T10B9.4,1
FBgn0033979,E03E2.1,1
FBgn0033979,K06G5.2,1
FBgn0033979,F02C12.5,1
FBgn0033979,K06B9.1,1
FBgn0033979,C36A4.3,1
FBgn0033979,C36A4.1,1
FBgn0033979,C36A4.2,1
FBgn0033979,C36A4.6,1
FBgn0033979,F42A6.4,1
FBgn0033980,ZK1320.4,1
FBgn0033980,T10B9.8,1
FBgn0033980,F14F7.2,1
FBgn0033980,F14F7.3,1
FBgn0033980,T10B9.2,1
FBgn0033980,T10B9.1,1
FBgn0033980,T10B9.10,1
FBgn0033980,T10B9.5,1
FBgn0033980,T10B9.3,1
FBgn0033980,T10B9.7,1
FBgn0033980,T10B9.4,1
FBgn0033980,E03E2.1,1
FBgn0033980,K06G5.2,1
FBgn0033980,F02C12.5,1
FBgn0033980,K06B9.1,1
FBgn0033980,C36A4.3,1
FBgn0033980,C36A4.1,1
FBgn0033980,C36A4.2,1
FBgn0033980,C36A4.6,1
FBgn0033980,F42A6.4,1
FBgn0013773,ZK1320.4,1
FBgn0013773,T10B9.8,1
FBgn0013773,F14F7.2,1
FBgn0013773,F14F7.3,1
FBgn0013773,T10B9.2,1
FBgn0013773,T10B9.1,1
FBgn0013773,T10B9.10,1
FBgn0013773,T10B9.5,1
FBgn0013773,T10B9.3,1
FBgn0013773,T10B9.7,1
FBgn0013773,T10B9.4,1
FBgn0013773,E03E2.1,1
FBgn0013773,K06G5.2,1
FBgn0013773,F02C12.5,1
FBgn0013773,K06B9.1,1
FBgn0013773,C36A4.3,1
FBgn0013773,C36A4.1,1
FBgn0013773,C36A4.2,1
FBgn0013773,C36A4.6,1
FBgn0013773,F42A6.4,1
FBgn0033981,ZK1320.4,1
FBgn0033981,T10B9.8,1
FBgn0033981,F14F7.2,1
FBgn0033981,F14F7.3,1
FBgn0033981,T10B9.2,1
FBgn0033981,T10B9.1,1
FBgn0033981,T10B9.10,1
FBgn0033981,T10B9.5,1
FBgn0033981,T10B9.3,1
FBgn0033981,T10B9.7,1
FBgn0033981,T10B9.4,1
FBgn0033981,E03E2.1,1
FBgn0033981,K06G5.2,1
FBgn0033981,F02C12.5,1
FBgn0033981,K06B9.1,1
FBgn0033981,C36A4.3,1
FBgn0033981,C36A4.1,1
FBgn0033981,C36A4.2,1
FBgn0033981,C36A4.6,1
FBgn0033981,F42A6.4,1
FBgn0013771,ZK1320.4,1
FBgn0013771,T10B9.8,1
FBgn0013771,F14F7.2,1
FBgn0013771,F14F7.3,1
FBgn0013771,T10B9.2,1
FBgn0013771,T10B9.1,1
FBgn0013771,T10B9.10,1
FBgn0013771,T10B9.5,1
FBgn0013771,T10B9.3,1
FBgn0013771,T10B9.7,1
FBgn0013771,T10B9.4,1
FBgn0013771,E03E2.1,1
FBgn0013771,K06G5.2,1
FBgn0013771,F02C12.5,1
FBgn0013771,K06B9.1,1
FBgn0013771,C36A4.3,1
FBgn0013771,C36A4.1,1
FBgn0013771,C36A4.2,1
FBgn0013771,C36A4.6,1
FBgn0013771,F42A6.4,1
FBgn0000473,ZK1320.4,1
FBgn0000473,T10B9.8,1
FBgn0000473,F14F7.2,1
FBgn0000473,F14F7.3,1
FBgn0000473,T10B9.2,1
FBgn0000473,T10B9.1,1
FBgn0000473,T10B9.10,1
FBgn0000473,T10B9.5,1
FBgn0000473,T10B9.3,1
FBgn0000473,T10B9.7,1
FBgn0000473,T10B9.4,1
FBgn0000473,E03E2.1,1
FBgn0000473,K06G5.2,1
FBgn0000473,F02C12.5,1
FBgn0000473,K06B9.1,1
FBgn0000473,C36A4.3,1
FBgn0000473,C36A4.1,1
